Host Response Time,Host Response Rate,Host Listings Count,Host Total Listings Count,Accommodates,Bathrooms,Bedrooms,Beds,Weekly Price,Monthly Price,Security Deposit,Cleaning Fee,Guests Included,Extra People,Minimum Nights,Maximum Nights,Availability 30,Availability 60,Availability 90,Availability 365,Number of Reviews,Review Scores Rating,Review Scores Accuracy,Review Scores Cleanliness,Review Scores Checkin,Review Scores Communication,Review Scores Location,Review Scores Value,Calculated host listings count,Reviews per Month,total_words,house_rules_words,days_since_calendar_updated,days_host_since,days_since_last_scraped,days_since_first_review,days_since_last_review,season,host_verified,distance_km,neighbourhood_price,has_weekly_price,has_monthly_price,Property Type_price_encoded,Room Type_price_encoded,Bed Type_price_encoded,total_amenities,amenity_wireless_internet,amenity_internet,amenity_kitchen,amenity_heating,amenity_essentials,amenity_washer,amenity_tv,amenity_hot_tub,amenity_pool,amenity_gym,amenity_cable_tv,amenity_free_parking_on_premises,amenity_pets_allowed,cancellation_price_encoded
3,1.0,114.0,114.0,1,1.0,1.0,1.0,110.0,420.0,0.0,15.0,1,0,10,1125,0,6,36,311,1,60.0,10.0,4.0,10.0,10.0,10.0,8.0,97.0,0.05,244,0,1,1067,1,647,647,1,1,0.5385846532685197,50.0,1,1,55.0,29.0,52.0,13,1,1,1,1,0,1,0,0,0,0,0,0,0,60.0
1,1.0,9.0,9.0,2,1.0,1.0,1.0,999999.0,999999.0,0.0,10.0,1,0,1,5,18,44,74,349,13,86.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,7.96,159,831,1,884,1,49,6,1,1,8.506035256615888,31.5,0,0,55.0,29.0,52.0,6,1,1,0,1,0,0,0,0,0,0,0,0,0,60.0
1,1.0,142.0,142.0,6,3.0,3.0,3.0,999999.0,999999.0,0.0,103.0,1,0,5,1125,2,24,34,242,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,77.0,0.0,361,288,1,1668,1,999,999,1,1,0.5804009170659037,70.0,0,0,55.0,72.0,52.0,20,1,1,1,1,1,1,1,0,0,0,1,0,0,60.0
1,1.0,1.0,1.0,3,1.0,2.0,2.0,230.0,760.0,0.0,20.0,1,0,3,1125,0,10,32,229,20,86.0,9.0,9.0,10.0,10.0,8.0,9.0,1.0,1.07,335,117,1,634,1,559,9,1,1,3.656221331560128,25.0,1,1,55.0,72.0,52.0,10,1,1,1,1,1,1,1,0,0,0,0,0,0,55.0
1,1.0,9.0,9.0,2,2.0,1.0,1.0,999999.0,999999.0,0.0,10.0,1,0,2,365,4,16,40,225,49,87.0,9.0,9.0,9.0,9.0,10.0,9.0,8.0,4.38,202,301,1,376,1,336,5,1,1,0.8702878878658157,65.0,0,0,31.0,29.0,52.0,13,1,1,1,0,1,0,1,0,0,0,0,0,0,55.0
1,1.0,9.0,9.0,3,1.0,0.0,3.0,999999.0,999999.0,0.0,30.0,2,8,5,1125,0,0,5,184,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,0.0,214,0,2,476,1,999,999,1,1,3.372528798387206,25.0,0,0,42.5,72.0,52.0,20,1,1,1,1,1,1,1,0,0,0,0,0,0,55.0
999,0.0,38.0,38.0,1,1.0,1.0,1.0,999999.0,999999.0,200.0,30.0,1,0,7,1125,0,26,56,331,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38.0,0.0,241,33,1,45,1,999,999,1,1,2.04483307186678,50.0,0,0,55.0,29.0,52.0,12,1,1,1,1,0,1,1,0,0,0,0,0,0,60.0
3,1.0,1.0,1.0,1,1.5,1.0,1.0,250.0,750.0,500.0,10.0,1,0,1,365,18,38,68,343,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.16,190,150,1,599,1,377,214,1,1,0.9171096529671566,65.0,1,1,60.0,29.0,52.0,16,1,1,1,1,1,1,1,0,0,0,0,0,0,40.0
3,1.0,1.0,1.0,2,1.0,1.0,1.0,999999.0,999999.0,0.0,30.0,1,0,3,31,8,26,56,229,9,93.0,9.0,10.0,10.0,10.0,9.0,9.0,1.0,1.75,121,0,1,1450,1,154,13,1,1,0.711907941899902,50.0,0,0,55.0,72.0,52.0,11,1,1,1,1,1,1,1,0,0,0,0,0,0,60.0
3,1.0,1.0,1.0,4,1.0,1.0,2.0,999999.0,1100.0,0.0,30.0,2,15,2,1125,7,14,23,289,82,94.0,9.0,10.0,10.0,10.0,10.0,9.0,1.0,2.12,193,345,2,1504,1,1163,34,1,1,0.4384595030567568,60.0,0,1,55.0,72.0,52.0,14,1,1,1,1,0,0,1,0,0,0,0,0,0,60.0
1,1.0,8.0,8.0,2,0.0,1.0,1.0,999999.0,999999.0,0.0,15.0,1,6,3,1125,27,57,87,178,11,91.0,9.0,9.0,10.0,9.0,10.0,9.0,8.0,0.99,244,0,2,1186,1,333,22,1,1,1.1932573626426852,50.0,0,0,55.0,29.0,52.0,12,1,1,1,1,1,1,0,0,0,0,0,0,0,55.0
24,1.0,2.0,2.0,1,1.0,1.0,1.0,999999.0,999999.0,100.0,10.0,1,0,2,1125,30,60,90,365,12,73.0,7.0,8.0,8.0,9.0,8.0,8.0,2.0,0.28,372,94,1,1321,1,1308,558,1,1,2.4344480430108764,26.0,0,0,55.0,29.0,52.0,11,1,1,1,1,0,1,1,0,0,0,0,1,0,60.0
1,1.0,1.0,1.0,1,1.0,1.0,1.0,175.0,450.0,0.0,15.0,2,10,1,365,8,23,53,143,42,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.97,399,33,1,646,1,640,23,1,1,0.5171131922920619,50.0,1,1,38.0,29.0,52.0,21,1,1,1,1,1,1,1,0,0,0,0,0,1,60.0
3,1.0,14.0,14.0,1,2.0,1.0,1.0,999999.0,999999.0,0.0,10.0,1,0,1,1125,6,35,65,340,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.0,0.0,112,0,2,567,1,999,999,1,1,3.6179461788493277,33.5,0,0,55.0,29.0,52.0,9,1,1,1,1,1,1,1,0,0,0,0,0,0,60.0
1,1.0,2.0,2.0,4,1.0,2.0,3.0,420.0,1680.0,0.0,30.0,2,15,3,365,11,29,49,223,24,88.0,9.0,9.0,10.0,9.0,10.0,9.0,2.0,0.66,363,0,1,1303,1,1090,20,1,1,0.7485434295482462,65.0,1,1,55.0,72.0,52.0,14,1,1,1,1,1,1,1,0,0,0,0,0,0,40.0
999,0.0,2.0,2.0,2,1.0,1.0,1.0,999999.0,999999.0,0.0,10.0,1,0,1,1125,0,0,5,76,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,0.0,339,0,1,1446,1,999,999,1,1,4.10534870517522,30.0,0,0,55.0,29.0,52.0,13,1,1,0,1,1,1,0,0,0,0,0,0,0,40.0
3,1.0,1.0,1.0,2,1.0,1.0,1.0,999999.0,999999.0,0.0,10.0,1,0,1,93,25,55,85,85,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,82,95,1,206,1,999,999,1,1,6.109532979198513,42.5,0,0,55.0,29.0,52.0,16,1,1,1,1,0,1,0,0,0,0,0,1,1,40.0
1,1.0,11.0,11.0,6,1.0,2.0,3.0,999999.0,999999.0,0.0,25.0,2,10,1,1125,5,14,36,303,36,97.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,6.28,321,0,1,556,1,172,9,1,1,0.26929192864593254,78.0,0,0,50.0,72.0,52.0,20,1,1,1,1,1,1,1,0,0,0,0,0,0,60.0
3,0.91,1.0,1.0,2,1.0,1.0,1.0,999999.0,999999.0,100.0,20.0,1,0,1,3,19,49,79,79,7,100.0,10.0,10.0,10.0,10.0,9.0,10.0,1.0,0.75,27,0,1,298,1,280,41,1,1,8.669892656767686,45.0,0,0,55.0,72.0,52.0,20,1,1,1,1,1,1,1,0,0,0,1,0,0,40.0
999,0.0,1.0,1.0,2,1.0,1.0,1.0,399.0,800.0,100.0,30.0,1,0,5,1125,0,0,0,250,5,95.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.12,358,28,1,1411,1,1250,514,1,1,1.0867615341612478,50.0,1,1,55.0,72.0,52.0,12,1,1,1,1,1,1,1,0,0,0,1,0,1,55.0
1,1.0,4.0,4.0,4,1.5,2.0,3.0,999999.0,999999.0,100.0,35.0,2,15,4,1125,0,3,22,285,48,98.0,10.0,10.0,10.0,10.0,10.0,10.0,4.0,3.17,265,501,1,1454,1,454,22,1,1,0.4059581193712788,50.0,0,0,55.0,72.0,52.0,17,1,1,1,1,1,1,1,0,0,0,0,0,0,55.0
3,0.85,2.0,2.0,2,1.0,1.0,1.0,999999.0,999999.0,0.0,10.0,1,0,2,1125,6,23,42,314,103,71.0,7.0,6.0,8.0,8.0,10.0,7.0,2.0,1.74,226,0,1,1888,1,1777,16,1,1,0.5928411256389653,70.0,0,0,55.0,29.0,52.0,11,1,1,1,1,1,0,1,0,0,0,0,0,0,55.0
1,0.99,10.0,10.0,4,1.0,1.0,1.0,999999.0,999999.0,100.0,35.0,3,10,2,1125,11,35,61,138,12,92.0,9.0,10.0,9.0,9.0,9.0,9.0,9.0,1.01,238,47,1,901,1,357,35,1,1,1.2860381521590893,50.0,0,0,55.0,72.0,52.0,15,1,1,1,1,1,1,1,0,0,0,0,0,0,60.0
1,0.94,1.0,1.0,2,1.0,1.0,1.0,999999.0,999999.0,0.0,10.0,1,12,1,6,6,20,44,318,11,82.0,9.0,10.0,9.0,9.0,9.0,9.0,1.0,4.34,53,0,1,138,1,76,41,1,1,8.067283264299284,13.5,0,0,49.5,29.0,52.0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,40.0
1,1.0,1.0,1.0,4,1.0,2.0,3.0,999999.0,999999.0,150.0,35.0,2,15,2,30,3,11,29,275,39,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,3.97,193,52,1,319,1,295,7,1,1,0.9746366900937332,70.0,0,0,55.0,72.0,52.0,16,1,1,1,1,1,1,1,0,0,0,0,0,0,55.0
1,1.0,1.0,1.0,3,1.0,0.0,1.0,999999.0,999999.0,200.0,33.0,2,10,2,1125,10,32,57,329,30,94.0,10.0,10.0,10.0,10.0,9.0,9.0,1.0,2.36,268,90,2,536,1,382,5,1,1,1.9288869931035069,42.5,0,0,55.0,72.0,52.0,18,1,1,1,1,1,1,1,0,0,0,0,0,1,60.0
1,0.99,34.0,34.0,1,2.0,1.0,1.0,999999.0,999999.0,0.0,10.0,1,0,1,365,9,9,14,289,9,78.0,8.0,8.0,9.0,8.0,9.0,8.0,33.0,0.46,274,152,1,1725,1,589,98,1,1,3.5410647765528833,33.5,0,0,55.0,29.0,52.0,8,1,1,1,1,0,1,1,0,0,0,0,0,0,60.0
3,0.93,3.0,3.0,9,2.0,4.0,4.0,999999.0,999999.0,0.0,40.0,2,25,3,10,10,26,39,307,25,91.0,9.0,8.0,9.0,9.0,10.0,9.0,2.0,2.34,327,286,1,1911,1,321,27,1,1,0.6954930518518521,65.0,0,0,55.0,72.0,52.0,17,1,1,1,1,1,1,1,0,0,0,0,0,1,60.0
3,1.0,3.0,3.0,2,1.0,1.0,1.0,999999.0,999999.0,100.0,35.0,2,6,3,1125,12,42,72,347,17,99.0,10.0,10.0,10.0,10.0,9.0,10.0,3.0,1.1,93,0,1,622,1,462,39,1,1,7.190584514596025,28.5,0,0,60.0,72.0,52.0,18,1,1,1,1,1,0,1,0,0,0,0,0,1,55.0
24,1.0,1.0,1.0,4,1.0,1.0,2.0,999999.0,999999.0,100.0,30.0,1,0,4,1125,1,13,43,44,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.31,269,277,2,1873,1,97,97,1,1,1.5571803878042656,42.5,0,0,55.0,72.0,52.0,12,1,1,1,1,1,0,1,0,0,0,0,0,0,55.0
1,1.0,142.0,142.0,2,1.0,1.0,1.0,999999.0,999999.0,0.0,77.0,2,0,3,1125,6,16,29,197,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,77.0,0.0,319,288,1,1668,1,999,999,1,1,0.8845846392350308,65.0,0,0,55.0,72.0,52.0,20,1,1,1,1,1,1,1,0,0,0,1,0,0,60.0
1,1.0,1.0,1.0,12,2.0,3.0,8.0,999999.0,999999.0,300.0,60.0,6,40,2,1125,19,44,71,346,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,425,68,1,22,1,999,999,1,1,0.5569686974705745,65.0,0,0,55.0,72.0,52.0,17,1,1,1,1,1,1,0,0,0,0,0,0,0,60.0
24,1.0,2.0,2.0,1,2.0,1.0,1.0,130.0,490.0,0.0,10.0,1,0,2,30,0,0,0,97,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,0.11,312,0,1,717,1,554,544,1,1,3.1798788277883134,60.0,1,1,55.0,29.0,52.0,10,1,1,1,1,1,1,1,0,0,0,1,0,0,55.0
1,1.0,3.0,3.0,4,1.0,1.0,2.0,999999.0,999999.0,0.0,20.0,2,8,2,1125,0,0,0,59,16,98.0,10.0,10.0,10.0,10.0,10.0,10.0,3.0,4.03,249,67,2,1658,1,119,6,1,1,0.7563694695863199,50.0,0,0,55.0,72.0,52.0,13,1,1,1,1,1,1,1,0,0,0,0,0,0,40.0
1,1.0,2.0,2.0,6,1.0,2.0,3.0,999999.0,999999.0,0.0,25.0,1,0,3,31,8,23,35,296,21,99.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,2.85,92,0,1,1148,1,221,36,1,1,1.40425571930078,60.0,0,0,55.0,72.0,52.0,20,1,1,1,1,1,1,0,0,0,0,0,0,1,55.0
3,1.0,15.0,15.0,4,1.0,0.0,2.0,999999.0,999999.0,0.0,30.0,2,25,2,30,3,7,12,211,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.0,0.0,330,854,1,1158,1,999,999,1,1,0.418388502261146,70.0,0,0,55.0,72.0,52.0,15,1,1,1,1,1,1,1,0,0,0,0,0,0,60.0
999,0.0,1.0,1.0,3,1.0,1.0,2.0,999999.0,999999.0,0.0,30.0,1,0,7,1125,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,159,0,2,335,1,999,999,1,1,0.2902460191303611,78.0,0,0,55.0,72.0,52.0,14,1,1,1,1,1,1,1,0,0,0,0,0,0,40.0
3,1.0,3.0,3.0,1,1.0,1.0,1.0,999999.0,999999.0,0.0,10.0,1,0,2,1125,28,58,88,363,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,0.0,316,42,2,303,1,999,999,1,1,2.37751164593074,45.0,0,0,50.0,29.0,52.0,19,1,1,1,1,1,1,1,0,0,0,0,1,0,55.0
1,1.0,1.0,1.0,4,1.0,1.0,2.0,999999.0,999999.0,170.0,24.0,2,8,2,1125,6,14,35,298,40,90.0,9.0,9.0,10.0,10.0,10.0,9.0,1.0,2.9,349,818,1,430,1,414,5,1,1,0.8186717783424244,65.0,0,0,55.0,72.0,52.0,16,1,1,1,1,1,1,1,0,0,0,0,0,0,40.0
3,1.0,1.0,1.0,3,1.0,3.0,3.0,999999.0,999999.0,200.0,30.0,1,0,7,1125,0,0,7,282,3,87.0,8.0,7.0,10.0,10.0,9.0,9.0,1.0,0.97,333,111,1,1666,1,93,21,1,1,1.5599661801264322,45.0,0,0,55.0,72.0,52.0,15,1,1,1,1,1,1,1,0,0,0,0,0,1,55.0
24,0.73,2.0,2.0,8,2.5,4.0,5.0,999999.0,999999.0,100.0,10.0,1,25,2,1125,16,33,50,147,10,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,0.55,76,0,1,635,1,549,308,1,1,0.8239848037921462,65.0,0,0,55.0,29.0,52.0,21,1,1,1,1,1,1,0,0,0,0,0,0,1,40.0
3,0.75,164.0,164.0,2,1.0,0.0,1.0,999999.0,999999.0,200.0,50.0,1,0,2,1125,0,2,14,282,3,73.0,10.0,7.0,9.0,10.0,10.0,7.0,145.0,0.32,374,716,2,933,1,279,94,1,1,0.5914040715765249,70.0,0,0,55.0,72.0,52.0,14,1,1,1,1,1,1,1,0,0,0,0,0,0,60.0
1,1.0,1.0,1.0,4,2.0,2.0,3.0,999999.0,999999.0,200.0,36.0,4,15,2,1125,12,31,46,136,6,90.0,9.0,9.0,10.0,10.0,10.0,10.0,1.0,2.14,287,730,1,95,1,84,6,1,1,0.9028847367742503,60.0,0,0,55.0,72.0,52.0,19,1,1,1,1,1,1,1,0,0,0,0,0,0,40.0
1,1.0,4.0,4.0,4,1.0,2.0,2.0,350.0,1000.0,500.0,20.0,1,0,28,360,0,5,35,310,2,90.0,10.0,9.0,10.0,10.0,10.0,9.0,2.0,0.1,391,160,2,2191,1,600,264,1,1,3.855023071015056,26.0,1,1,55.0,72.0,52.0,19,1,1,1,1,1,1,1,0,0,0,0,0,0,60.0
3,1.0,2.0,2.0,1,2.0,1.0,1.0,999999.0,999999.0,0.0,10.0,1,0,2,16,5,16,46,47,7,100.0,10.0,10.0,10.0,10.0,9.0,10.0,2.0,1.38,238,85,2,166,1,152,7,1,1,8.416664434499644,22.0,0,0,49.0,29.0,52.0,14,1,1,1,1,1,1,1,0,0,0,0,0,0,40.0
1,1.0,1.0,1.0,4,1.0,2.0,2.0,999999.0,999999.0,100.0,25.0,1,0,2,1125,10,27,56,330,3,100.0,10.0,10.0,10.0,10.0,9.0,10.0,1.0,3.0,168,835,1,234,1,20,7,1,1,3.812580668959242,26.0,0,0,55.0,72.0,52.0,17,1,1,1,1,1,1,1,0,0,0,0,0,0,60.0
3,1.0,1.0,1.0,1,1.0,1.0,1.0,999999.0,999999.0,0.0,5.0,1,0,1,1125,4,10,32,32,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,300,53,1,843,1,29,29,1,1,1.9839099742430164,38.0,0,0,50.0,29.0,52.0,12,1,1,1,1,1,0,1,0,0,0,0,0,0,40.0
3,1.0,6.0,6.0,3,1.0,2.0,2.0,999999.0,999999.0,500.0,70.0,3,20,7,1125,0,0,0,244,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,4.0,0.27,29,0,1,2522,1,111,111,1,1,1.9089786680098033,50.0,0,0,49.5,72.0,52.0,16,1,1,1,0,1,1,1,0,0,0,0,0,0,40.0
1,0.94,1.0,1.0,2,1.0,1.0,1.0,999999.0,999999.0,0.0,15.0,2,10,1,1125,4,17,31,287,34,93.0,9.0,9.0,9.0,9.0,10.0,9.0,1.0,5.57,260,0,1,188,1,183,19,1,1,0.5633583180733198,65.0,0,0,55.0,72.0,52.0,11,1,1,1,1,1,1,1,0,0,0,0,0,0,60.0
48,0.3,1.0,1.0,4,1.0,2.0,3.0,395.0,1290.0,150.0,30.0,1,0,3,1125,3,13,39,308,28,82.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,0.69,324,64,1,1788,1,1216,42,1,1,1.154023180163361,60.0,1,1,55.0,72.0,52.0,9,1,1,1,1,0,1,1,0,0,0,0,0,0,60.0
3,1.0,1.0,1.0,2,2.0,1.0,1.0,999999.0,550.0,200.0,15.0,1,10,1,1125,7,7,7,7,24,89.0,9.0,9.0,10.0,10.0,10.0,9.0,1.0,0.74,250,191,2,1742,1,967,217,1,1,0.4374598346964079,70.0,0,1,55.0,29.0,52.0,19,1,1,1,1,1,1,0,0,0,0,0,0,0,60.0
1,1.0,142.0,142.0,4,2.5,2.0,3.0,999999.0,999999.0,0.0,77.0,1,0,3,1125,8,20,36,55,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,77.0,0.0,385,0,1,1668,1,999,999,1,1,1.0518725625666787,65.0,0,0,55.0,72.0,52.0,16,1,1,1,1,1,1,1,0,0,0,0,0,0,60.0
3,1.0,2.0,2.0,2,1.0,1.0,1.0,999999.0,999999.0,0.0,10.0,1,0,10,1125,4,4,4,63,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,104,134,1,1125,1,999,999,1,1,0.9112043810845843,65.0,0,0,55.0,29.0,52.0,17,1,1,1,1,1,1,1,0,0,0,0,0,0,60.0
1,1.0,1.0,1.0,3,1.0,1.0,3.0,362.0,1520.0,0.0,20.0,2,20,2,31,1,3,8,261,197,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,5.3,387,453,1,1148,1,1116,9,1,1,0.6966345796195892,60.0,1,1,55.0,72.0,52.0,18,1,1,1,0,1,1,1,0,0,0,0,0,0,60.0
3,1.0,4.0,4.0,6,3.0,3.0,4.0,999999.0,999999.0,0.0,30.0,1,0,1,1125,29,59,89,364,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,186,0,1,624,1,999,999,1,1,1.955439275964415,65.0,0,0,38.0,72.0,52.0,11,1,1,1,0,1,1,1,0,0,0,0,0,0,40.0
1,1.0,2.0,2.0,5,1.5,3.0,3.0,999999.0,999999.0,150.0,36.0,1,0,2,1125,0,0,0,17,10,74.0,7.0,7.0,10.0,9.0,9.0,7.0,2.0,1.73,317,746,2,320,1,173,40,1,1,1.2595632076994725,60.0,0,0,55.0,72.0,52.0,15,1,1,1,1,1,1,1,0,0,0,0,0,0,40.0
1,1.0,5.0,5.0,3,1.0,1.0,1.0,999999.0,999999.0,200.0,30.0,1,35,4,1125,18,48,78,353,1,80.0,8.0,10.0,10.0,10.0,10.0,10.0,5.0,0.73,275,195,1,700,1,41,41,1,1,0.9331607415681263,50.0,0,0,55.0,72.0,52.0,12,1,1,1,1,0,1,0,0,0,0,0,0,0,60.0
48,0.0,1.0,1.0,4,1.0,1.0,1.0,999999.0,999999.0,0.0,5.0,2,5,1,15,0,0,0,238,23,75.0,8.0,7.0,9.0,8.0,9.0,8.0,1.0,2.03,83,0,1,359,1,340,191,1,1,0.8215714788142698,65.0,0,0,55.0,72.0,52.0,15,1,1,1,1,1,1,1,0,0,0,0,0,1,60.0
24,0.8,1.0,1.0,2,1.0,2.0,1.0,999999.0,999999.0,0.0,30.0,1,0,3,1125,5,22,38,116,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,212,43,1,1295,1,999,999,1,1,1.275552144735141,60.0,0,0,55.0,72.0,52.0,14,1,1,1,1,1,1,0,0,0,0,0,0,0,40.0
1,1.0,1.0,1.0,6,1.0,2.0,4.0,999999.0,999999.0,100.0,40.0,4,0,2,1125,6,17,30,305,45,96.0,9.0,9.0,10.0,10.0,10.0,10.0,1.0,2.73,213,75,1,924,1,495,6,1,1,0.6331950920913039,65.0,0,0,55.0,72.0,52.0,15,1,1,1,1,1,1,1,0,0,0,0,0,0,60.0
3,1.0,9.0,9.0,3,1.0,1.0,2.0,999999.0,950.0,100.0,30.0,2,15,1,1125,6,22,40,137,79,85.0,9.0,9.0,10.0,9.0,10.0,9.0,9.0,2.17,340,0,1,1968,1,1091,21,1,1,1.073488796713705,50.0,0,1,55.0,72.0,52.0,9,1,1,1,1,0,1,1,0,0,0,0,0,0,55.0
1,0.88,1.0,1.0,1,1.0,1.0,1.0,999999.0,999999.0,150.0,5.0,1,0,1,1125,17,41,45,104,3,100.0,10.0,9.0,10.0,10.0,10.0,9.0,1.0,0.31,101,85,1,297,1,293,10,1,1,1.2979675678079683,45.0,0,0,55.0,29.0,52.0,11,1,1,1,0,0,0,1,0,0,0,0,0,0,40.0
1,1.0,8.0,8.0,3,1.0,1.0,1.0,350.0,1000.0,150.0,35.0,2,17,2,200,5,11,17,261,127,91.0,9.0,9.0,10.0,10.0,10.0,9.0,5.0,4.62,167,69,1,1519,1,824,6,1,1,0.9304766294398518,50.0,1,1,55.0,72.0,52.0,20,1,1,1,1,1,1,1,0,0,0,0,0,0,60.0
999,0.0,1.0,1.0,3,1.0,1.0,4.0,600.0,1400.0,0.0,30.0,1,0,4,1125,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,65,0,1,681,1,999,999,1,1,3.569895377810352,39.0,1,1,55.0,72.0,52.0,12,0,0,1,1,0,1,1,0,1,0,1,0,1,40.0
1,1.0,2.0,2.0,4,1.0,2.0,2.0,999999.0,999999.0,0.0,30.0,2,15,3,14,15,45,75,254,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,172,0,2,890,1,999,999,1,1,0.6355901111666236,50.0,0,0,55.0,72.0,52.0,13,1,1,1,1,1,1,1,0,0,0,0,0,0,60.0
1,1.0,1.0,1.0,5,1.0,3.0,3.0,999999.0,999999.0,100.0,20.0,1,0,2,1125,4,14,32,106,12,95.0,10.0,10.0,10.0,10.0,8.0,10.0,1.0,4.62,317,0,1,323,1,78,7,1,1,2.707934012725928,25.0,0,0,55.0,72.0,52.0,17,1,1,1,1,1,1,1,0,0,0,0,1,1,55.0
3,1.0,1.0,1.0,4,1.0,2.0,3.0,999999.0,999999.0,0.0,30.0,1,0,5,60,0,0,7,56,6,87.0,10.0,9.0,10.0,10.0,10.0,9.0,1.0,0.7,74,0,2,782,1,257,55,1,1,0.9487536079455473,60.0,0,0,55.0,72.0,52.0,19,1,1,1,1,1,1,1,0,0,0,1,1,0,55.0
1,1.0,12.0,12.0,5,1.0,2.0,2.0,999999.0,999999.0,0.0,35.0,2,15,1,1125,5,5,6,6,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,0.0,233,0,1,1086,1,999,999,1,1,1.19193449066192,50.0,0,0,55.0,72.0,52.0,16,1,1,1,1,1,1,1,0,0,0,0,0,0,40.0
3,1.0,1.0,1.0,8,4.0,4.0,7.0,999999.0,999999.0,500.0,70.0,1,0,2,1125,8,21,37,126,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,6.0,430,826,2,80,1,31,6,1,1,0.3199889199609982,78.0,0,0,55.0,72.0,52.0,12,1,1,1,1,1,1,1,0,0,0,0,0,0,60.0
48,0.33,1.0,1.0,1,1.0,1.0,1.0,999999.0,999999.0,100.0,10.0,1,0,1,31,29,59,89,89,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,256,0,1,410,1,999,999,1,1,5.325059624560405,48.0,0,0,55.0,29.0,52.0,24,1,1,1,1,1,1,1,0,1,0,1,1,0,40.0
3,0.97,8.0,8.0,2,1.0,1.0,1.0,220.0,800.0,0.0,15.0,1,10,1,1125,4,5,31,306,37,95.0,10.0,10.0,10.0,10.0,10.0,9.0,8.0,0.99,231,0,1,1258,1,1126,43,1,1,0.9004548445436539,60.0,1,1,55.0,29.0,52.0,14,1,1,1,1,1,1,0,0,0,0,0,0,1,55.0
999,0.0,1.0,1.0,1,1.0,1.0,1.0,999999.0,999999.0,0.0,10.0,1,0,1,1125,30,60,90,365,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,44,0,1,1613,1,999,999,1,1,5.14400100461672,48.0,0,0,38.0,29.0,52.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0
24,0.7,2.0,2.0,2,1.0,1.0,1.0,999999.0,999999.0,0.0,10.0,1,8,1,1125,21,51,81,356,4,87.0,9.0,9.0,9.0,9.0,9.0,9.0,2.0,0.75,33,0,1,183,1,159,42,1,1,5.192589780102596,21.5,0,0,38.0,29.0,52.0,15,1,1,1,1,1,1,0,0,0,0,0,0,1,40.0
1,0.98,46.0,46.0,5,1.0,2.0,2.0,999999.0,999999.0,200.0,90.0,3,5,1,31,12,37,57,332,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,44.0,0.81,189,0,1,934,1,37,37,1,1,0.9329910360198042,60.0,0,0,55.0,72.0,52.0,7,1,1,1,1,1,1,0,0,0,0,0,0,0,55.0
